employee_id,floor_1_pct_long_term,floor_2_pct_long_term,floor_3_pct_long_term,floor_4_pct_long_term,floor_5_pct_long_term,floor_1_pct_recent,floor_2_pct_recent,floor_3_pct_recent,floor_4_pct_recent,floor_5_pct_recent,floor_shift_pct
E0023,88.37209302325581,4.651162790697675,2.3255813953488373,2.3255813953488373,2.3255813953488373,33.33333333333333,66.66666666666666,0.0,0.0,0.0,62.01550387596898
E0024,0.0,7.042253521126761,90.14084507042254,1.4084507042253522,1.4084507042253522,0.0,0.0,100.0,0.0,0.0,9.85915492957746
E0025,0.0,4.878048780487805,0.0,87.8048780487805,7.317073170731707,0.0,0.0,0.0,100.0,0.0,12.195121951219509
E0026,2.272727272727273,2.272727272727273,90.9090909090909,4.545454545454546,0.0,0.0,0.0,100.0,0.0,0.0,9.090909090909093
E0027,0.0,3.3333333333333335,3.3333333333333335,83.33333333333334,10.0,0.0,0.0,0.0,100.0,0.0,16.666666666666664
E0029,10.81081081081081,78.37837837837837,5.405405405405405,2.7027027027027026,2.7027027027027026,0.0,100.0,0.0,0.0,0.0,21.62162162162162
E0030,0.0,0.0,8.571428571428571,5.714285714285714,85.71428571428571,0.0,0.0,0.0,0.0,100.0,14.285714285714288
E0031,3.0303030303030303,0.0,6.0606060606060606,90.9090909090909,0.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,30.303030303030305
E0032,8.16326530612245,0.0,0.0,14.285714285714285,77.55102040816327,33.33333333333333,0.0,0.0,0.0,66.66666666666666,25.17006802721089
E0033,90.625,6.25,0.0,3.125,0.0,100.0,0.0,0.0,0.0,0.0,9.375
E0034,0.0,2.1739130434782608,0.0,97.82608695652173,0.0,0.0,0.0,0.0,100.0,0.0,2.173913043478263
E0035,0.0,0.0,96.875,3.125,0.0,0.0,0.0,100.0,0.0,0.0,3.125
E0036,80.64516129032258,6.451612903225806,9.67741935483871,3.225806451612903,0.0,100.0,0.0,0.0,0.0,0.0,19.354838709677423
E0037,95.16129032258065,1.6129032258064515,0.0,1.6129032258064515,1.6129032258064515,100.0,0.0,0.0,0.0,0.0,4.8387096774193505
E0038,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
E0039,67.16417910447761,13.432835820895523,11.940298507462686,5.970149253731343,1.4925373134328357,40.0,0.0,40.0,20.0,0.0,42.08955223880597
E0040,0.0,1.9607843137254901,1.9607843137254901,90.19607843137256,5.88235294117647,0.0,0.0,0.0,66.66666666666666,33.33333333333333,27.45098039215687
E0041,5.555555555555555,5.555555555555555,8.333333333333332,19.444444444444446,61.111111111111114,0.0,0.0,0.0,0.0,100.0,38.888888888888886
E0042,77.77777777777779,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,22.222222222222218
E0044,4.25531914893617,82.97872340425532,8.51063829787234,4.25531914893617,0.0,0.0,85.71428571428571,14.285714285714285,0.0,0.0,8.510638297872337
E0045,0.0,3.7037037037037033,3.7037037037037033,92.5925925925926,0.0,0.0,25.0,0.0,75.0,0.0,21.296296296296298
E0046,0.0,0.0,1.1627906976744187,3.488372093023256,95.34883720930233,0.0,0.0,0.0,0.0,100.0,4.651162790697672
E0047,2.73972602739726,0.0,5.47945205479452,87.67123287671232,4.10958904109589,0.0,0.0,0.0,100.0,0.0,12.328767123287674
E0048,2.941176470588235,2.941176470588235,76.47058823529412,11.76470588235294,5.88235294117647,0.0,0.0,0.0,100.0,0.0,88.23529411764704
E0049,0.0,0.0,0.0,9.523809523809524,90.47619047619048,0.0,0.0,0.0,0.0,100.0,9.523809523809522
E0050,0.0,88.23529411764706,0.0,8.823529411764707,2.941176470588235,0.0,100.0,0.0,0.0,0.0,11.764705882352942
E0051,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
E0052,1.4705882352941175,1.4705882352941175,4.411764705882353,91.17647058823529,1.4705882352941175,0.0,0.0,0.0,100.0,0.0,8.823529411764707
E0053,0.0,5.88235294117647,0.0,0.0,94.11764705882352,0.0,0.0,0.0,0.0,100.0,5.882352941176475
E0054,3.0303030303030303,87.87878787878788,3.0303030303030303,3.0303030303030303,3.0303030303030303,0.0,50.0,0.0,25.0,25.0,43.93939393939394
E0055,2.941176470588235,4.411764705882353,80.88235294117648,8.823529411764707,2.941176470588235,20.0,0.0,80.0,0.0,0.0,17.058823529411768
E0056,5.263157894736842,92.10526315789474,0.0,0.0,2.631578947368421,0.0,100.0,0.0,0.0,0.0,7.894736842105262
E0058,1.6666666666666667,85.0,6.666666666666667,6.666666666666667,0.0,0.0,60.0,0.0,40.0,0.0,33.333333333333336
E0059,75.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0
E0060,2.564102564102564,5.128205128205128,87.17948717948718,5.128205128205128,0.0,0.0,0.0,100.0,0.0,0.0,12.82051282051282
E0061,2.7027027027027026,94.5945945945946,2.7027027027027026,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.4054054054054035
E0062,2.5,2.5,7.5,85.0,2.5,0.0,0.0,0.0,100.0,0.0,15.0
E0063,0.0,0.0,2.7777777777777777,91.66666666666666,5.555555555555555,0.0,0.0,0.0,66.66666666666666,33.33333333333333,27.777777777777775
E0064,11.363636363636363,81.81818181818183,2.272727272727273,2.272727272727273,2.272727272727273,0.0,80.0,0.0,0.0,20.0,17.727272727272734
E0065,0.0,8.823529411764707,2.941176470588235,88.23529411764706,0.0,0.0,0.0,0.0,100.0,0.0,11.764705882352942
E0066,0.0,2.631578947368421,5.263157894736842,7.894736842105263,84.21052631578947,0.0,0.0,0.0,0.0,100.0,15.78947368421053
E0067,2.3255813953488373,2.3255813953488373,2.3255813953488373,9.30232558139535,83.72093023255815,0.0,0.0,0.0,33.33333333333333,66.66666666666666,24.031007751937988
E0069,93.93939393939394,3.0303030303030303,3.0303030303030303,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.060606060606062
E0070,5.88235294117647,85.29411764705883,5.88235294117647,2.941176470588235,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,27.450980392156865
E0071,91.17647058823529,0.0,0.0,8.823529411764707,0.0,100.0,0.0,0.0,0.0,0.0,8.823529411764708
E0072,0.0,0.0,5.405405405405405,91.8918918918919,2.7027027027027026,0.0,0.0,0.0,100.0,0.0,8.108108108108103
E0074,0.0,0.0,10.526315789473683,81.57894736842105,7.894736842105263,0.0,0.0,0.0,100.0,0.0,18.421052631578945
E0075,1.6129032258064515,0.0,1.6129032258064515,96.7741935483871,0.0,0.0,0.0,0.0,100.0,0.0,3.2258064516129
E0077,2.0,4.0,2.0,8.0,84.0,0.0,0.0,0.0,0.0,100.0,16.0
E0078,0.0,0.0,0.0,94.73684210526315,5.263157894736842,0.0,0.0,0.0,100.0,0.0,5.263157894736846
E0079,3.125,0.0,87.5,6.25,3.125,0.0,0.0,100.0,0.0,0.0,12.5
E0080,2.5,0.0,5.0,7.5,85.0,0.0,0.0,0.0,0.0,100.0,15.0
E0081,0.0,3.9473684210526314,3.9473684210526314,88.1578947368421,3.9473684210526314,0.0,0.0,0.0,100.0,0.0,11.8421052631579
E0082,2.857142857142857,2.857142857142857,5.714285714285714,85.71428571428571,2.857142857142857,16.666666666666664,0.0,0.0,66.66666666666666,16.666666666666664,27.61904761904762
E0083,89.47368421052632,5.263157894736842,2.631578947368421,0.0,2.631578947368421,100.0,0.0,0.0,0.0,0.0,10.526315789473685
E0084,86.20689655172413,6.896551724137931,6.896551724137931,0.0,0.0,100.0,0.0,0.0,0.0,0.0,13.793103448275865
E0086,0.0,0.0,1.5873015873015872,95.23809523809523,3.1746031746031744,0.0,0.0,0.0,100.0,0.0,4.761904761904767
E0087,5.0,87.5,2.5,5.0,0.0,0.0,100.0,0.0,0.0,0.0,12.5
E0088,85.36585365853658,2.4390243902439024,4.878048780487805,4.878048780487805,2.4390243902439024,66.66666666666666,0.0,0.0,33.33333333333333,0.0,28.455284552845526
E0090,0.0,1.2658227848101267,3.79746835443038,94.9367088607595,0.0,0.0,0.0,16.666666666666664,83.33333333333334,0.0,12.869198312236282
E0091,8.108108108108109,5.405405405405405,2.7027027027027026,75.67567567567568,8.108108108108109,66.66666666666666,0.0,0.0,33.33333333333333,0.0,58.55855855855856
E0092,2.5,87.5,7.5,2.5,0.0,0.0,100.0,0.0,0.0,0.0,12.5
E0093,0.0,2.083333333333333,4.166666666666666,10.416666666666668,83.33333333333334,0.0,25.0,0.0,50.0,25.0,62.5
E0094,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
E0095,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
E0096,0.0,97.22222222222221,2.7777777777777777,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.7777777777777817
E0097,0.0,0.0,2.5,2.5,95.0,0.0,0.0,0.0,0.0,100.0,5.0
E0098,0.0,97.72727272727273,0.0,0.0,2.272727272727273,0.0,100.0,0.0,0.0,0.0,2.27272727272727
E0100,5.405405405405405,0.0,0.0,2.7027027027027026,91.8918918918919,0.0,0.0,0.0,0.0,100.0,8.108108108108103
E0101,9.375,81.25,6.25,3.125,0.0,0.0,100.0,0.0,0.0,0.0,18.75
E0102,0.0,0.0,92.3076923076923,5.128205128205128,2.564102564102564,0.0,0.0,100.0,0.0,0.0,7.6923076923076925
E0104,88.63636363636364,6.8181818181818175,2.272727272727273,0.0,2.272727272727273,100.0,0.0,0.0,0.0,0.0,11.363636363636362
E0105,90.69767441860465,2.3255813953488373,2.3255813953488373,2.3255813953488373,2.3255813953488373,100.0,0.0,0.0,0.0,0.0,9.302325581395351
E0108,1.4925373134328357,7.462686567164178,5.970149253731343,82.08955223880598,2.9850746268656714,0.0,0.0,0.0,100.0,0.0,17.91044776119402
E0109,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
E0110,2.631578947368421,0.0,0.0,94.73684210526315,2.631578947368421,0.0,0.0,0.0,100.0,0.0,5.263157894736846
E0111,3.488372093023256,88.37209302325581,2.3255813953488373,3.488372093023256,2.3255813953488373,0.0,100.0,0.0,0.0,0.0,11.627906976744185
E0113,7.894736842105263,5.263157894736842,76.31578947368422,7.894736842105263,2.631578947368421,0.0,0.0,100.0,0.0,0.0,23.68421052631578
E0114,2.5,0.0,5.0,82.5,10.0,0.0,0.0,0.0,100.0,0.0,17.5
E0115,2.631578947368421,5.263157894736842,2.631578947368421,2.631578947368421,86.8421052631579,0.0,0.0,0.0,0.0,100.0,13.157894736842099
E0116,2.7777777777777777,1.3888888888888888,6.944444444444445,76.38888888888889,12.5,0.0,0.0,16.666666666666664,66.66666666666666,16.666666666666664,13.88888888888889
E0117,10.256410256410255,84.61538461538461,5.128205128205128,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,61.53846153846153
E0118,0.0,5.555555555555555,2.7777777777777777,86.11111111111111,5.555555555555555,0.0,0.0,0.0,50.0,50.0,44.44444444444444
E0119,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
E0120,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
E0121,13.953488372093023,69.76744186046511,0.0,13.953488372093023,2.3255813953488373,0.0,100.0,0.0,0.0,0.0,30.23255813953488
E0122,6.666666666666667,6.666666666666667,0.0,20.0,66.66666666666666,0.0,0.0,0.0,0.0,100.0,33.33333333333334
E0123,4.6875,6.25,85.9375,3.125,0.0,16.666666666666664,16.666666666666664,66.66666666666666,0.0,0.0,22.395833333333336
E0124,2.7027027027027026,91.8918918918919,0.0,5.405405405405405,0.0,0.0,100.0,0.0,0.0,0.0,8.108108108108102
E0125,6.451612903225806,3.225806451612903,83.87096774193549,3.225806451612903,3.225806451612903,0.0,33.33333333333333,66.66666666666666,0.0,0.0,30.107526881720435
E0126,0.0,5.555555555555555,2.7777777777777777,88.88888888888889,2.7777777777777777,0.0,0.0,0.0,100.0,0.0,11.111111111111112
E0127,86.11111111111111,2.7777777777777777,2.7777777777777777,5.555555555555555,2.7777777777777777,100.0,0.0,0.0,0.0,0.0,13.88888888888889
E0128,0.0,2.631578947368421,2.631578947368421,5.263157894736842,89.47368421052632,0.0,0.0,0.0,0.0,100.0,10.526315789473685
E0129,2.564102564102564,5.128205128205128,87.17948717948718,2.564102564102564,2.564102564102564,0.0,16.666666666666664,83.33333333333334,0.0,0.0,11.538461538461533
E0130,9.090909090909092,66.66666666666666,9.090909090909092,6.0606060606060606,9.090909090909092,0.0,0.0,0.0,100.0,0.0,93.93939393939394
E0131,0.0,10.344827586206897,82.75862068965517,0.0,6.896551724137931,0.0,0.0,100.0,0.0,0.0,17.241379310344826
E0132,8.88888888888889,82.22222222222221,6.666666666666667,0.0,2.2222222222222223,0.0,87.5,0.0,0.0,12.5,15.55555555555556
E0134,9.523809523809524,66.66666666666666,11.904761904761903,2.380952380952381,9.523809523809524,0.0,50.0,25.0,0.0,25.0,28.571428571428566
E0135,1.6666666666666667,5.0,6.666666666666667,83.33333333333334,3.3333333333333335,0.0,28.57142857142857,0.0,71.42857142857143,0.0,23.571428571428577
E0136,12.5,81.25,6.25,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,20.833333333333336
E0137,0.0,97.26027397260275,0.0,2.73972602739726,0.0,0.0,100.0,0.0,0.0,0.0,2.739726027397257
E0138,78.68852459016394,4.918032786885246,9.836065573770492,4.918032786885246,1.639344262295082,71.42857142857143,14.285714285714285,14.285714285714285,0.0,0.0,13.817330210772832
E0139,9.090909090909092,78.78787878787878,6.0606060606060606,6.0606060606060606,0.0,0.0,0.0,100.0,0.0,0.0,93.93939393939394
E0140,82.35294117647058,11.76470588235294,2.941176470588235,2.941176470588235,0.0,100.0,0.0,0.0,0.0,0.0,17.647058823529413
E0141,2.7777777777777777,5.555555555555555,2.7777777777777777,8.333333333333332,80.55555555555556,0.0,50.0,0.0,0.0,50.0,44.44444444444444
E0142,67.56756756756756,13.513513513513514,8.108108108108109,8.108108108108109,2.7027027027027026,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,75.67567567567566
E0144,74.13793103448276,10.344827586206897,6.896551724137931,5.172413793103448,3.4482758620689653,100.0,0.0,0.0,0.0,0.0,25.86206896551724
E0146,0.0,2.564102564102564,5.128205128205128,87.17948717948718,5.128205128205128,0.0,0.0,50.0,0.0,50.0,89.74358974358975
E0147,1.5625,6.25,90.625,1.5625,0.0,10.0,0.0,90.0,0.0,0.0,8.4375
E0148,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
E0149,82.5,12.5,2.5,2.5,0.0,100.0,0.0,0.0,0.0,0.0,17.5
E0150,80.0,10.0,0.0,6.666666666666667,3.3333333333333335,100.0,0.0,0.0,0.0,0.0,20.0
E0151,0.0,1.2195121951219512,2.4390243902439024,3.6585365853658534,92.6829268292683,0.0,0.0,16.666666666666664,0.0,83.33333333333334,14.22764227642276
E0152,2.7027027027027026,2.7027027027027026,0.0,8.108108108108109,86.48648648648648,0.0,0.0,0.0,0.0,100.0,13.513513513513516
E0154,0.0,0.0,0.0,2.0408163265306123,97.95918367346938,0.0,0.0,0.0,0.0,100.0,2.0408163265306145
E0155,6.349206349206349,65.07936507936508,15.873015873015872,6.349206349206349,6.349206349206349,25.0,75.0,0.0,0.0,0.0,28.571428571428573
E0156,3.0303030303030303,0.0,6.0606060606060606,87.87878787878788,3.0303030303030303,0.0,0.0,0.0,100.0,0.0,12.121212121212123
E0157,83.33333333333334,5.555555555555555,0.0,8.333333333333332,2.7777777777777777,100.0,0.0,0.0,0.0,0.0,16.66666666666666
E0158,0.0,3.225806451612903,6.451612903225806,87.09677419354838,3.225806451612903,0.0,0.0,0.0,100.0,0.0,12.903225806451614
E0159,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0
E0160,1.5625,4.6875,9.375,73.4375,10.9375,25.0,0.0,0.0,75.0,0.0,25.0
E0161,5.714285714285714,0.0,11.428571428571429,80.0,2.857142857142857,0.0,0.0,0.0,100.0,0.0,19.999999999999996
E0162,0.0,5.405405405405405,0.0,86.48648648648648,8.108108108108109,0.0,0.0,0.0,100.0,0.0,13.513513513513514
E0163,0.0,0.0,12.5,0.0,87.5,0.0,0.0,0.0,0.0,100.0,12.5
E0164,4.545454545454546,6.8181818181818175,6.8181818181818175,79.54545454545455,2.272727272727273,0.0,0.0,0.0,100.0,0.0,20.454545454545453
E0165,5.970149253731343,83.5820895522388,8.955223880597014,1.4925373134328357,0.0,0.0,87.5,12.5,0.0,0.0,7.462686567164183
E0166,0.0,0.0,2.564102564102564,10.256410256410255,87.17948717948718,0.0,0.0,0.0,0.0,100.0,12.820512820512818
E0167,0.0,9.090909090909092,3.0303030303030303,81.81818181818183,6.0606060606060606,0.0,0.0,0.0,100.0,0.0,18.181818181818176
E0168,0.0,3.571428571428571,10.714285714285714,14.285714285714285,71.42857142857143,0.0,50.0,0.0,0.0,50.0,46.42857142857143
E0169,0.0,0.0,83.33333333333334,11.11111111111111,5.555555555555555,0.0,0.0,80.0,20.0,0.0,8.888888888888893
E0170,4.166666666666666,86.11111111111111,4.166666666666666,4.166666666666666,1.3888888888888888,12.5,75.0,0.0,12.5,0.0,16.666666666666668
E0171,0.0,12.5,3.125,71.875,12.5,0.0,50.0,0.0,50.0,0.0,37.5
E0172,4.444444444444445,4.444444444444445,84.44444444444444,6.666666666666667,0.0,0.0,0.0,80.0,20.0,0.0,13.333333333333332
E0174,2.7777777777777777,2.7777777777777777,0.0,5.555555555555555,88.88888888888889,0.0,0.0,0.0,14.285714285714285,85.71428571428571,8.730158730158731
E0175,0.0,2.631578947368421,94.73684210526315,2.631578947368421,0.0,0.0,0.0,100.0,0.0,0.0,5.263157894736846
E0176,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
E0177,2.73972602739726,89.04109589041096,6.8493150684931505,0.0,1.36986301369863,0.0,100.0,0.0,0.0,0.0,10.958904109589042
E0180,2.941176470588235,4.411764705882353,83.82352941176471,4.411764705882353,4.411764705882353,25.0,0.0,75.0,0.0,0.0,22.058823529411768
E0181,5.128205128205128,84.61538461538461,7.6923076923076925,0.0,2.564102564102564,0.0,100.0,0.0,0.0,0.0,15.384615384615387
E0182,0.0,6.451612903225806,0.0,3.225806451612903,90.32258064516128,0.0,0.0,0.0,0.0,100.0,9.677419354838714
E0183,85.07462686567165,11.940298507462686,1.4925373134328357,1.4925373134328357,0.0,100.0,0.0,0.0,0.0,0.0,14.925373134328353
E0184,4.545454545454546,6.0606060606060606,75.75757575757575,6.0606060606060606,7.575757575757576,20.0,0.0,80.0,0.0,0.0,19.696969696969703
E0185,96.96969696969697,3.0303030303030303,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0303030303030307
E0186,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
E0187,3.1746031746031744,3.1746031746031744,12.698412698412698,14.285714285714285,66.66666666666666,0.0,0.0,33.33333333333333,16.666666666666664,50.0,23.01587301587301
E0188,94.44444444444444,2.7777777777777777,2.7777777777777777,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.555555555555557
E0189,0.0,0.0,2.7027027027027026,94.5945945945946,2.7027027027027026,0.0,0.0,0.0,100.0,0.0,5.4054054054054035
E0190,0.0,1.9230769230769231,88.46153846153845,5.769230769230769,3.8461538461538463,0.0,0.0,100.0,0.0,0.0,11.538461538461544
E0191,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
E0192,78.37837837837837,10.81081081081081,5.405405405405405,2.7027027027027026,2.7027027027027026,66.66666666666666,33.33333333333333,0.0,0.0,0.0,22.52252252252252
E0193,2.631578947368421,0.0,2.631578947368421,81.57894736842105,13.157894736842104,0.0,0.0,0.0,0.0,100.0,86.84210526315789
E0194,1.4705882352941175,1.4705882352941175,5.88235294117647,86.76470588235294,4.411764705882353,0.0,0.0,50.0,50.0,0.0,44.11764705882352
E0195,81.81818181818183,9.090909090909092,9.090909090909092,0.0,0.0,100.0,0.0,0.0,0.0,0.0,18.18181818181818
E0196,0.0,0.0,4.444444444444445,2.2222222222222223,93.33333333333333,0.0,0.0,0.0,0.0,100.0,6.66666666666667
E0197,3.1746031746031744,4.761904761904762,7.936507936507936,82.53968253968253,1.5873015873015872,12.5,25.0,12.5,50.0,0.0,34.12698412698412
E0198,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
E0199,0.0,1.9230769230769231,3.8461538461538463,3.8461538461538463,90.38461538461539,0.0,0.0,0.0,0.0,100.0,9.615384615384613
E0200,0.0,0.0,8.333333333333332,88.88888888888889,2.7777777777777777,0.0,0.0,0.0,100.0,0.0,11.111111111111112
E0201,0.0,5.405405405405405,2.7027027027027026,91.8918918918919,0.0,0.0,0.0,50.0,50.0,0.0,47.297297297297305
E0202,1.639344262295082,3.278688524590164,1.639344262295082,90.1639344262295,3.278688524590164,0.0,0.0,0.0,66.66666666666666,33.33333333333333,30.05464480874317
E0203,3.571428571428571,85.71428571428571,7.142857142857142,3.571428571428571,0.0,0.0,100.0,0.0,0.0,0.0,14.285714285714288
E0205,0.0,1.4925373134328357,2.9850746268656714,94.02985074626866,1.4925373134328357,0.0,0.0,0.0,100.0,0.0,5.970149253731339
E0206,0.0,0.0,1.7543859649122806,1.7543859649122806,96.49122807017544,0.0,0.0,0.0,0.0,100.0,3.5087719298245617
E0207,0.0,3.6363636363636362,92.72727272727272,0.0,3.6363636363636362,0.0,0.0,100.0,0.0,0.0,7.272727272727277
E0208,0.0,2.9850746268656714,88.05970149253731,5.970149253731343,2.9850746268656714,0.0,0.0,71.42857142857143,28.57142857142857,0.0,22.601279317697227
E0209,0.0,0.0,5.714285714285714,94.28571428571428,0.0,0.0,0.0,0.0,100.0,0.0,5.714285714285719
E0210,2.380952380952381,0.0,4.761904761904762,4.761904761904762,88.09523809523809,0.0,0.0,20.0,0.0,80.0,15.238095238095234
E0211,3.125,3.125,0.0,3.125,90.625,0.0,0.0,0.0,100.0,0.0,96.875
E0212,2.2222222222222223,0.0,0.0,2.2222222222222223,95.55555555555556,0.0,0.0,0.0,0.0,100.0,4.444444444444444
E0213,38.46153846153847,46.15384615384615,0.0,7.6923076923076925,7.6923076923076925,50.0,25.0,0.0,25.0,0.0,28.846153846153843
E0214,4.0,0.0,90.0,4.0,2.0,0.0,0.0,100.0,0.0,0.0,10.0
E0215,6.521739130434782,4.3478260869565215,4.3478260869565215,19.565217391304348,65.21739130434783,0.0,0.0,25.0,50.0,25.0,51.08695652173913
E0216,0.0,0.0,0.0,8.823529411764707,91.17647058823529,0.0,0.0,0.0,40.0,60.0,31.17647058823529
E0217,15.384615384615385,76.92307692307693,0.0,0.0,7.6923076923076925,50.0,50.0,0.0,0.0,0.0,34.61538461538462
E0218,0.0,97.5609756097561,0.0,0.0,2.4390243902439024,0.0,100.0,0.0,0.0,0.0,2.439024390243902
E0219,5.405405405405405,0.0,2.7027027027027026,24.324324324324326,67.56756756756756,0.0,0.0,0.0,25.0,75.0,8.108108108108109
E0220,91.17647058823529,2.941176470588235,0.0,2.941176470588235,2.941176470588235,100.0,0.0,0.0,0.0,0.0,8.823529411764708
E0221,0.0,2.4390243902439024,1.2195121951219512,0.0,96.34146341463415,0.0,0.0,0.0,0.0,100.0,3.6585365853658525
E0222,2.272727272727273,4.545454545454546,2.272727272727273,4.545454545454546,86.36363636363636,0.0,50.0,0.0,0.0,50.0,45.45454545454545
E0223,0.0,75.0,12.5,0.0,12.5,0.0,100.0,0.0,0.0,0.0,25.0
E0224,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
E0225,0.0,0.0,0.0,4.444444444444445,95.55555555555556,0.0,0.0,0.0,25.0,75.0,20.555555555555557
E0226,0.0,2.941176470588235,4.411764705882353,4.411764705882353,88.23529411764706,0.0,0.0,0.0,11.11111111111111,88.88888888888889,7.352941176470587
E0228,3.3333333333333335,85.0,3.3333333333333335,5.0,3.3333333333333335,0.0,100.0,0.0,0.0,0.0,14.999999999999998
E0230,0.0,0.0,3.225806451612903,9.67741935483871,87.09677419354838,0.0,0.0,0.0,0.0,100.0,12.903225806451614
E0231,2.7027027027027026,2.7027027027027026,2.7027027027027026,89.1891891891892,2.7027027027027026,0.0,0.0,0.0,100.0,0.0,10.810810810810809
E0232,95.1219512195122,0.0,0.0,2.4390243902439024,2.4390243902439024,83.33333333333334,0.0,0.0,16.666666666666664,0.0,14.22764227642276
E0233,0.0,7.5,87.5,3.75,1.25,0.0,0.0,87.5,12.5,0.0,8.75
E0235,0.0,0.0,0.0,87.5,12.5,0.0,0.0,0.0,100.0,0.0,12.5
E0236,2.857142857142857,11.428571428571429,77.14285714285715,5.714285714285714,2.857142857142857,0.0,50.0,50.0,0.0,0.0,38.57142857142858
