employee_id,Conference_long_term,Focus_long_term,Meeting_long_term,Training_long_term,Conference_recent,Focus_recent,Meeting_recent,Training_recent,room_type_shift_pct
E0058,6.666666666666667,6.666666666666667,78.33333333333333,8.333333333333332,0.0,0.0,80.0,20.0,13.333333333333336
E0059,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
E0060,2.564102564102564,2.564102564102564,87.17948717948718,7.6923076923076925,0.0,20.0,80.0,0.0,17.435897435897438
E0061,2.7027027027027026,5.405405405405405,2.7027027027027026,89.1891891891892,0.0,0.0,0.0,100.0,10.810810810810809
E0062,92.5,0.0,5.0,2.5,100.0,0.0,0.0,0.0,7.5
E0063,83.33333333333334,5.555555555555555,5.555555555555555,5.555555555555555,100.0,0.0,0.0,0.0,16.666666666666664
E0064,93.18181818181817,2.272727272727273,2.272727272727273,2.272727272727273,100.0,0.0,0.0,0.0,6.818181818181824
E0065,5.88235294117647,85.29411764705883,2.941176470588235,5.88235294117647,33.33333333333333,66.66666666666666,0.0,0.0,27.450980392156865
E0066,13.157894736842104,10.526315789473683,73.68421052631578,2.631578947368421,50.0,0.0,50.0,0.0,36.8421052631579
E0067,0.0,0.0,93.02325581395348,6.976744186046512,0.0,0.0,100.0,0.0,6.976744186046514
E0069,0.0,0.0,6.0606060606060606,93.93939393939394,0.0,0.0,33.33333333333333,66.66666666666666,27.272727272727273
E0070,0.0,97.05882352941177,2.941176470588235,0.0,0.0,100.0,0.0,0.0,2.9411764705882337
E0071,2.941176470588235,2.941176470588235,82.35294117647058,11.76470588235294,0.0,0.0,0.0,100.0,88.23529411764704
E0072,2.7027027027027026,10.81081081081081,16.216216216216218,70.27027027027027,0.0,0.0,0.0,100.0,29.729729729729726
E0074,10.526315789473683,7.894736842105263,76.31578947368422,5.263157894736842,33.33333333333333,0.0,66.66666666666666,0.0,22.807017543859654
E0075,4.838709677419355,6.451612903225806,88.70967741935483,0.0,25.0,0.0,75.0,0.0,20.16129032258064
E0077,4.0,94.0,0.0,2.0,20.0,80.0,0.0,0.0,16.0
E0078,13.157894736842104,2.631578947368421,76.31578947368422,7.894736842105263,0.0,0.0,66.66666666666666,33.33333333333333,25.438596491228076
E0079,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
E0080,5.0,5.0,82.5,7.5,0.0,0.0,100.0,0.0,17.5
E0081,96.05263157894737,2.631578947368421,0.0,1.3157894736842104,87.5,12.5,0.0,0.0,9.868421052631579
E0082,2.857142857142857,8.571428571428571,74.28571428571429,14.285714285714285,0.0,0.0,83.33333333333334,16.666666666666664,11.42857142857143
E0083,68.42105263157895,13.157894736842104,13.157894736842104,5.263157894736842,50.0,0.0,50.0,0.0,36.84210526315789
E0084,0.0,6.896551724137931,3.4482758620689653,89.65517241379311,0.0,0.0,0.0,100.0,10.344827586206893
E0086,11.11111111111111,0.0,4.761904761904762,84.12698412698413,0.0,0.0,0.0,100.0,15.873015873015873
E0087,2.5,0.0,97.5,0.0,0.0,0.0,100.0,0.0,2.5
E0088,97.5609756097561,2.4390243902439024,0.0,0.0,100.0,0.0,0.0,0.0,2.439024390243902
E0090,2.5316455696202533,6.329113924050633,89.87341772151899,1.2658227848101267,0.0,16.666666666666664,83.33333333333334,0.0,10.33755274261603
E0091,64.86486486486487,10.81081081081081,10.81081081081081,13.513513513513514,66.66666666666666,0.0,0.0,33.33333333333333,21.62162162162161
E0092,17.5,12.5,65.0,5.0,20.0,0.0,80.0,0.0,17.5
E0093,89.58333333333334,6.25,2.083333333333333,2.083333333333333,75.0,25.0,0.0,0.0,18.750000000000007
E0094,0.0,81.25,9.375,9.375,0.0,100.0,0.0,0.0,18.75
E0095,4.651162790697675,2.3255813953488373,81.3953488372093,11.627906976744185,0.0,0.0,100.0,0.0,18.6046511627907
E0096,83.33333333333334,8.333333333333332,5.555555555555555,2.7777777777777777,100.0,0.0,0.0,0.0,16.66666666666666
E0097,0.0,0.0,92.5,7.5,0.0,0.0,100.0,0.0,7.5
E0098,4.545454545454546,13.636363636363635,75.0,6.8181818181818175,0.0,0.0,80.0,20.0,18.18181818181818
E0100,2.7027027027027026,94.5945945945946,2.7027027027027026,0.0,0.0,100.0,0.0,0.0,5.4054054054054035
E0101,6.25,0.0,3.125,90.625,50.0,0.0,0.0,50.0,43.75
E0102,5.128205128205128,92.3076923076923,0.0,2.564102564102564,33.33333333333333,66.66666666666666,0.0,0.0,28.205128205128208
E0104,9.090909090909092,2.272727272727273,86.36363636363636,2.272727272727273,0.0,0.0,100.0,0.0,13.63636363636364
E0105,0.0,0.0,95.34883720930233,4.651162790697675,0.0,0.0,100.0,0.0,4.651162790697672
E0108,11.940298507462686,4.477611940298507,79.1044776119403,4.477611940298507,0.0,0.0,85.71428571428571,14.285714285714285,16.41791044776119
E0109,9.523809523809524,16.666666666666664,71.42857142857143,2.380952380952381,0.0,0.0,100.0,0.0,28.57142857142857
E0110,97.36842105263158,0.0,0.0,2.631578947368421,100.0,0.0,0.0,0.0,2.631578947368423
E0111,83.72093023255815,4.651162790697675,8.13953488372093,3.488372093023256,100.0,0.0,0.0,0.0,16.279069767441857
E0113,92.10526315789474,5.263157894736842,2.631578947368421,0.0,100.0,0.0,0.0,0.0,7.894736842105262
E0114,97.5,2.5,0.0,0.0,100.0,0.0,0.0,0.0,2.5
E0115,97.36842105263158,2.631578947368421,0.0,0.0,100.0,0.0,0.0,0.0,2.631578947368423
E0116,2.7777777777777777,6.944444444444445,81.94444444444444,8.333333333333332,0.0,0.0,100.0,0.0,18.055555555555557
E0117,89.74358974358975,2.564102564102564,7.6923076923076925,0.0,66.66666666666666,33.33333333333333,0.0,0.0,30.769230769230777
E0118,8.333333333333332,2.7777777777777777,86.11111111111111,2.7777777777777777,0.0,0.0,100.0,0.0,13.888888888888888
E0119,18.181818181818183,3.0303030303030303,66.66666666666666,12.121212121212121,0.0,0.0,100.0,0.0,33.33333333333334
E0120,11.11111111111111,7.4074074074074066,0.0,81.48148148148148,0.0,0.0,0.0,100.0,18.51851851851852
E0121,93.02325581395348,0.0,4.651162790697675,2.3255813953488373,100.0,0.0,0.0,0.0,6.976744186046515
E0122,3.3333333333333335,0.0,93.33333333333333,3.3333333333333335,0.0,0.0,100.0,0.0,6.66666666666667
E0123,89.0625,1.5625,4.6875,4.6875,66.66666666666666,0.0,0.0,33.33333333333333,28.645833333333336
E0124,86.48648648648648,8.108108108108109,5.405405405405405,0.0,50.0,0.0,50.0,0.0,44.5945945945946
E0125,9.67741935483871,3.225806451612903,12.903225806451612,74.19354838709677,0.0,33.33333333333333,0.0,66.66666666666666,30.107526881720432
E0126,97.22222222222221,2.7777777777777777,0.0,0.0,100.0,0.0,0.0,0.0,2.7777777777777817
E0127,75.0,5.555555555555555,5.555555555555555,13.88888888888889,100.0,0.0,0.0,0.0,25.0
E0128,92.10526315789474,5.263157894736842,0.0,2.631578947368421,75.0,0.0,0.0,25.0,22.368421052631582
E0129,0.0,2.564102564102564,97.43589743589743,0.0,0.0,0.0,100.0,0.0,2.5641025641025665
E0130,6.0606060606060606,3.0303030303030303,84.84848484848484,6.0606060606060606,0.0,0.0,100.0,0.0,15.151515151515152
E0131,0.0,6.896551724137931,93.10344827586206,0.0,0.0,0.0,100.0,0.0,6.896551724137933
E0132,97.77777777777777,0.0,0.0,2.2222222222222223,87.5,0.0,0.0,12.5,10.277777777777775
E0134,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
E0135,3.3333333333333335,1.6666666666666667,93.33333333333333,1.6666666666666667,0.0,0.0,100.0,0.0,6.666666666666669
E0136,96.875,0.0,3.125,0.0,100.0,0.0,0.0,0.0,3.125
E0137,4.10958904109589,0.0,93.15068493150685,2.73972602739726,0.0,0.0,100.0,0.0,6.849315068493153
E0138,95.08196721311475,0.0,4.918032786885246,0.0,100.0,0.0,0.0,0.0,4.918032786885247
E0139,12.121212121212121,0.0,81.81818181818183,6.0606060606060606,0.0,0.0,100.0,0.0,18.181818181818176
E0140,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
E0141,2.7777777777777777,97.22222222222221,0.0,0.0,0.0,100.0,0.0,0.0,2.7777777777777817
E0142,0.0,2.7027027027027026,97.2972972972973,0.0,0.0,0.0,100.0,0.0,2.7027027027026986
E0144,3.4482758620689653,0.0,87.93103448275862,8.620689655172415,0.0,0.0,50.0,50.0,41.37931034482759
E0146,94.87179487179486,0.0,0.0,5.128205128205128,100.0,0.0,0.0,0.0,5.128205128205133
E0147,14.0625,14.0625,65.625,6.25,20.0,20.0,60.0,0.0,11.875
E0148,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
E0149,20.0,12.5,27.500000000000004,40.0,0.0,0.0,0.0,100.0,60.0
E0150,6.666666666666667,3.3333333333333335,80.0,10.0,0.0,0.0,100.0,0.0,20.0
E0151,7.317073170731707,9.75609756097561,71.95121951219512,10.975609756097562,0.0,16.666666666666664,83.33333333333334,0.0,18.292682926829272
E0152,13.513513513513514,2.7027027027027026,8.108108108108109,75.67567567567568,50.0,0.0,0.0,50.0,36.486486486486484
E0154,6.122448979591836,12.244897959183673,14.285714285714285,67.3469387755102,0.0,0.0,0.0,100.0,32.6530612244898
E0155,96.82539682539682,0.0,3.1746031746031744,0.0,100.0,0.0,0.0,0.0,3.1746031746031758
E0156,3.0303030303030303,6.0606060606060606,6.0606060606060606,84.84848484848484,0.0,0.0,0.0,100.0,15.151515151515152
E0157,2.7777777777777777,0.0,94.44444444444444,2.7777777777777777,0.0,0.0,100.0,0.0,5.555555555555557
E0158,80.64516129032258,9.67741935483871,3.225806451612903,6.451612903225806,100.0,0.0,0.0,0.0,19.354838709677423
E0159,11.29032258064516,79.03225806451613,8.064516129032258,1.6129032258064515,20.0,80.0,0.0,0.0,9.67741935483871
E0160,89.0625,6.25,3.125,1.5625,75.0,0.0,25.0,0.0,21.875
E0161,5.714285714285714,8.571428571428571,74.28571428571429,11.428571428571429,0.0,0.0,75.0,25.0,14.285714285714281
E0162,2.7027027027027026,5.405405405405405,91.8918918918919,0.0,0.0,0.0,100.0,0.0,8.108108108108103
E0163,25.0,25.0,50.0,0.0,100.0,0.0,0.0,0.0,75.0
E0164,11.363636363636363,0.0,86.36363636363636,2.272727272727273,20.0,0.0,80.0,0.0,8.636363636363635
E0165,1.4925373134328357,0.0,97.01492537313433,1.4925373134328357,0.0,0.0,100.0,0.0,2.9850746268656696
E0166,89.74358974358975,5.128205128205128,2.564102564102564,2.564102564102564,100.0,0.0,0.0,0.0,10.256410256410252
E0167,78.78787878787878,15.151515151515152,0.0,6.0606060606060606,100.0,0.0,0.0,0.0,21.212121212121218
E0168,7.142857142857142,10.714285714285714,82.14285714285714,0.0,0.0,0.0,100.0,0.0,17.857142857142858
E0169,86.11111111111111,2.7777777777777777,11.11111111111111,0.0,60.0,0.0,40.0,0.0,28.888888888888893
E0170,5.555555555555555,2.7777777777777777,84.72222222222221,6.944444444444445,0.0,0.0,62.5,37.5,30.55555555555555
E0171,3.125,3.125,87.5,6.25,0.0,0.0,100.0,0.0,12.5
E0172,6.666666666666667,8.88888888888889,73.33333333333333,11.11111111111111,0.0,0.0,100.0,0.0,26.66666666666667
E0174,2.7777777777777777,0.0,97.22222222222221,0.0,0.0,0.0,100.0,0.0,2.7777777777777817
E0175,0.0,2.631578947368421,92.10526315789474,5.263157894736842,0.0,25.0,75.0,0.0,22.36842105263158
E0176,0.0,10.0,90.0,0.0,0.0,0.0,100.0,0.0,10.0
E0177,10.95890410958904,5.47945205479452,4.10958904109589,79.45205479452055,0.0,0.0,0.0,100.0,20.54794520547945
E0180,95.58823529411765,0.0,2.941176470588235,1.4705882352941175,100.0,0.0,0.0,0.0,4.411764705882351
E0181,0.0,2.564102564102564,2.564102564102564,94.87179487179486,0.0,0.0,0.0,100.0,5.128205128205133
E0182,9.67741935483871,77.41935483870968,3.225806451612903,9.67741935483871,0.0,75.0,25.0,0.0,21.7741935483871
E0183,7.462686567164178,13.432835820895523,70.1492537313433,8.955223880597014,12.5,12.5,75.0,0.0,9.888059701492534
E0184,0.0,0.0,98.48484848484848,1.5151515151515151,0.0,0.0,100.0,0.0,1.5151515151515154
E0185,9.090909090909092,9.090909090909092,3.0303030303030303,78.78787878787878,0.0,33.33333333333333,0.0,66.66666666666666,24.242424242424242
E0186,80.0,10.0,0.0,10.0,100.0,0.0,0.0,0.0,20.0
E0187,92.06349206349206,3.1746031746031744,1.5873015873015872,3.1746031746031744,83.33333333333334,0.0,0.0,16.666666666666664,13.492063492063487
E0188,91.66666666666666,5.555555555555555,0.0,2.7777777777777777,50.0,0.0,0.0,50.0,47.222222222222214
E0189,91.8918918918919,2.7027027027027026,2.7027027027027026,2.7027027027027026,100.0,0.0,0.0,0.0,8.108108108108102
E0190,9.615384615384617,69.23076923076923,11.538461538461538,9.615384615384617,0.0,100.0,0.0,0.0,30.769230769230774
E0191,1.8518518518518516,81.48148148148148,12.962962962962962,3.7037037037037033,50.0,50.0,0.0,0.0,48.148148148148145
E0192,94.5945945945946,0.0,2.7027027027027026,2.7027027027027026,100.0,0.0,0.0,0.0,5.4054054054054035
E0193,5.263157894736842,7.894736842105263,81.57894736842105,5.263157894736842,0.0,0.0,100.0,0.0,18.421052631578945
E0194,22.058823529411764,13.23529411764706,13.23529411764706,51.470588235294116,0.0,0.0,0.0,100.0,48.529411764705884
E0195,9.090909090909092,18.181818181818183,72.72727272727273,0.0,50.0,0.0,50.0,0.0,40.909090909090914
E0196,6.666666666666667,2.2222222222222223,82.22222222222221,8.88888888888889,0.0,0.0,100.0,0.0,17.777777777777782
E0197,1.5873015873015872,1.5873015873015872,3.1746031746031744,93.65079365079364,0.0,0.0,0.0,100.0,6.3492063492063515
E0198,2.380952380952381,9.523809523809524,88.09523809523809,0.0,0.0,0.0,100.0,0.0,11.904761904761909
E0199,9.615384615384617,9.615384615384617,73.07692307692307,7.6923076923076925,22.22222222222222,11.11111111111111,55.55555555555556,11.11111111111111,17.521367521367512
E0200,0.0,8.333333333333332,91.66666666666666,0.0,0.0,0.0,100.0,0.0,8.333333333333337
E0201,2.7027027027027026,2.7027027027027026,5.405405405405405,89.1891891891892,0.0,50.0,0.0,50.0,47.2972972972973
E0202,91.80327868852459,1.639344262295082,3.278688524590164,3.278688524590164,100.0,0.0,0.0,0.0,8.196721311475413
E0203,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
E0205,5.970149253731343,1.4925373134328357,2.9850746268656714,89.55223880597015,16.666666666666664,0.0,16.666666666666664,66.66666666666666,24.37810945273632
E0206,1.7543859649122806,0.0,1.7543859649122806,96.49122807017544,0.0,0.0,0.0,100.0,3.5087719298245617
E0207,5.454545454545454,1.8181818181818181,87.27272727272727,5.454545454545454,0.0,16.666666666666664,66.66666666666666,16.666666666666664,26.06060606060606
E0208,4.477611940298507,7.462686567164178,83.5820895522388,4.477611940298507,0.0,0.0,100.0,0.0,16.417910447761198
E0209,2.857142857142857,2.857142857142857,94.28571428571428,0.0,0.0,0.0,100.0,0.0,5.714285714285719
E0210,2.380952380952381,85.71428571428571,4.761904761904762,7.142857142857142,0.0,60.0,0.0,40.0,32.857142857142854
E0211,96.875,0.0,0.0,3.125,100.0,0.0,0.0,0.0,3.125
E0212,4.444444444444445,82.22222222222221,11.11111111111111,2.2222222222222223,0.0,100.0,0.0,0.0,17.777777777777782
E0213,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
E0214,8.0,10.0,4.0,78.0,0.0,0.0,0.0,100.0,22.0
E0215,10.869565217391305,13.043478260869565,6.521739130434782,69.56521739130434,25.0,0.0,0.0,75.0,19.565217391304348
E0216,91.17647058823529,2.941176470588235,2.941176470588235,2.941176470588235,80.0,0.0,20.0,0.0,17.05882352941176
E0217,30.76923076923077,53.84615384615385,7.6923076923076925,7.6923076923076925,0.0,100.0,0.0,0.0,46.15384615384615
E0218,4.878048780487805,14.634146341463413,70.73170731707317,9.75609756097561,0.0,50.0,50.0,0.0,35.36585365853659
E0219,10.81081081081081,2.7027027027027026,81.08108108108108,5.405405405405405,25.0,0.0,75.0,0.0,14.18918918918919
E0220,91.17647058823529,2.941176470588235,2.941176470588235,2.941176470588235,87.5,12.5,0.0,0.0,9.558823529411763
E0221,87.8048780487805,2.4390243902439024,4.878048780487805,4.878048780487805,100.0,0.0,0.0,0.0,12.195121951219509
E0222,72.72727272727273,4.545454545454546,15.909090909090908,6.8181818181818175,100.0,0.0,0.0,0.0,27.27272727272727
E0223,12.5,0.0,87.5,0.0,0.0,0.0,100.0,0.0,12.5
E0224,77.77777777777779,11.11111111111111,0.0,11.11111111111111,100.0,0.0,0.0,0.0,22.22222222222222
E0225,2.2222222222222223,8.88888888888889,86.66666666666667,2.2222222222222223,0.0,0.0,100.0,0.0,13.33333333333333
E0226,4.411764705882353,4.411764705882353,85.29411764705883,5.88235294117647,11.11111111111111,11.11111111111111,77.77777777777779,0.0,13.398692810457513
E0228,80.0,3.3333333333333335,10.0,6.666666666666667,0.0,100.0,0.0,0.0,96.66666666666667
E0230,0.0,6.451612903225806,87.09677419354838,6.451612903225806,0.0,0.0,100.0,0.0,12.903225806451616
E0231,1.3513513513513513,1.3513513513513513,95.94594594594594,1.3513513513513513,0.0,0.0,100.0,0.0,4.054054054054059
E0232,7.317073170731707,2.4390243902439024,90.2439024390244,0.0,0.0,0.0,100.0,0.0,9.756097560975608
E0233,6.25,6.25,6.25,81.25,12.5,12.5,0.0,75.0,12.5
E0235,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
E0236,0.0,8.571428571428571,5.714285714285714,85.71428571428571,0.0,0.0,0.0,100.0,14.285714285714288
E0237,6.122448979591836,8.16326530612245,6.122448979591836,79.59183673469387,0.0,0.0,0.0,100.0,20.408163265306126
E0239,5.333333333333334,0.0,93.33333333333333,1.3333333333333335,0.0,0.0,100.0,0.0,6.66666666666667
E0240,2.941176470588235,94.11764705882352,2.941176470588235,0.0,0.0,100.0,0.0,0.0,5.882352941176475
E0243,8.88888888888889,8.88888888888889,75.55555555555556,6.666666666666667,0.0,20.0,40.0,40.0,44.44444444444444
E0244,95.0,0.0,2.5,2.5,100.0,0.0,0.0,0.0,5.0
E0245,0.0,6.25,93.75,0.0,0.0,0.0,100.0,0.0,6.25
E0246,5.405405405405405,10.81081081081081,81.08108108108108,2.7027027027027026,0.0,0.0,100.0,0.0,18.91891891891892
E0247,0.0,7.142857142857142,89.28571428571429,3.571428571428571,0.0,0.0,100.0,0.0,10.714285714285712
E0248,6.578947368421052,3.9473684210526314,3.9473684210526314,85.52631578947368,16.666666666666664,0.0,0.0,83.33333333333334,10.08771929824561
E0249,0.0,5.405405405405405,8.108108108108109,86.48648648648648,0.0,0.0,20.0,80.0,11.891891891891891
E0250,5.555555555555555,5.555555555555555,80.55555555555556,8.333333333333332,14.285714285714285,0.0,85.71428571428571,0.0,13.888888888888884
E0251,2.857142857142857,0.0,2.857142857142857,94.28571428571428,0.0,0.0,0.0,100.0,5.714285714285719
E0252,4.0,12.0,8.0,76.0,50.0,0.0,0.0,50.0,46.0
E0254,7.142857142857142,7.142857142857142,78.57142857142857,7.142857142857142,0.0,0.0,100.0,0.0,21.42857142857143
E0255,82.85714285714286,2.857142857142857,11.428571428571429,2.857142857142857,80.0,0.0,20.0,0.0,8.571428571428573
E0256,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
E0257,97.72727272727273,0.0,0.0,2.272727272727273,100.0,0.0,0.0,0.0,2.27272727272727
E0258,8.333333333333332,5.555555555555555,77.77777777777779,8.333333333333332,0.0,0.0,100.0,0.0,22.222222222222214
E0259,93.93939393939394,0.0,0.0,6.0606060606060606,100.0,0.0,0.0,0.0,6.060606060606061
E0260,96.875,3.125,0.0,0.0,80.0,20.0,0.0,0.0,16.875
E0261,89.47368421052632,5.263157894736842,0.0,5.263157894736842,66.66666666666666,33.33333333333333,0.0,0.0,28.070175438596493
E0262,4.166666666666666,2.083333333333333,91.66666666666666,2.083333333333333,16.666666666666664,0.0,83.33333333333334,0.0,12.49999999999999
E0263,5.88235294117647,8.823529411764707,73.52941176470588,11.76470588235294,0.0,0.0,100.0,0.0,26.470588235294116
E0264,25.0,0.0,0.0,75.0,0.0,0.0,0.0,100.0,25.0
E0266,0.0,2.4390243902439024,95.1219512195122,2.4390243902439024,0.0,0.0,100.0,0.0,4.878048780487804
E0267,8.620689655172415,84.48275862068965,0.0,6.896551724137931,12.5,87.5,0.0,0.0,6.896551724137932
E0268,0.0,3.125,93.75,3.125,0.0,0.0,100.0,0.0,6.25
E0269,79.71014492753623,7.246376811594203,8.695652173913043,4.3478260869565215,87.5,12.5,0.0,0.0,13.043478260869563
E0270,2.564102564102564,7.6923076923076925,7.6923076923076925,82.05128205128204,0.0,33.33333333333333,0.0,66.66666666666666,25.64102564102564
E0272,2.857142857142857,91.42857142857143,2.857142857142857,2.857142857142857,0.0,100.0,0.0,0.0,8.571428571428571
E0273,0.0,10.0,90.0,0.0,0.0,0.0,100.0,0.0,10.0
E0274,3.225806451612903,6.451612903225806,6.451612903225806,83.87096774193549,0.0,0.0,0.0,100.0,16.129032258064512
E0275,0.0,16.666666666666664,75.0,8.333333333333332,0.0,0.0,100.0,0.0,25.0
E0276,86.11111111111111,5.555555555555555,5.555555555555555,2.7777777777777777,66.66666666666666,0.0,33.33333333333333,0.0,27.777777777777782
E0277,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
E0278,80.95238095238095,4.761904761904762,4.761904761904762,9.523809523809524,66.66666666666666,0.0,0.0,33.33333333333333,23.80952380952381
E0279,3.1746031746031744,0.0,93.65079365079364,3.1746031746031744,0.0,0.0,100.0,0.0,6.3492063492063515
