employee_id,capacity_2_pct_long_term,capacity_4_pct_long_term,capacity_6_pct_long_term,capacity_8_pct_long_term,capacity_10_pct_long_term,capacity_12_pct_long_term,capacity_16_pct_long_term,capacity_2_pct_recent,capacity_4_pct_recent,capacity_6_pct_recent,capacity_8_pct_recent,capacity_10_pct_recent,capacity_12_pct_recent,capacity_16_pct_recent,capacity_shift_pct
E0061,5.405405405405405,0.0,18.91891891891892,43.24324324324324,32.432432432432435,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,67.56756756756756
E0062,0.0,7.5,17.5,40.0,25.0,2.5,7.5,0.0,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,52.49999999999999
E0063,72.22222222222221,16.666666666666664,2.7777777777777777,2.7777777777777777,2.7777777777777777,0.0,2.7777777777777777,100.0,0.0,0.0,0.0,0.0,0.0,0.0,27.777777777777782
E0064,2.272727272727273,2.272727272727273,25.0,45.45454545454545,25.0,0.0,0.0,0.0,0.0,20.0,20.0,60.0,0.0,0.0,35.0
E0065,61.76470588235294,17.647058823529413,5.88235294117647,0.0,2.941176470588235,8.823529411764707,2.941176470588235,33.33333333333333,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,40.19607843137254
E0066,0.0,2.631578947368421,34.21052631578947,39.473684210526315,15.789473684210526,5.263157894736842,2.631578947368421,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.52631578947368
E0067,6.976744186046512,0.0,23.25581395348837,39.53488372093023,23.25581395348837,2.3255813953488373,4.651162790697675,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,41.08527131782945
E0069,6.0606060606060606,0.0,0.0,24.242424242424242,42.42424242424242,27.27272727272727,0.0,0.0,0.0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,48.484848484848484
E0070,44.11764705882353,26.47058823529412,11.76470588235294,5.88235294117647,8.823529411764707,0.0,2.941176470588235,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.0,0.0,44.11764705882352
E0071,11.76470588235294,11.76470588235294,2.941176470588235,11.76470588235294,35.294117647058826,26.47058823529412,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64.70588235294117
E0072,0.0,21.62162162162162,48.64864864864865,27.027027027027028,2.7027027027027026,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,29.729729729729723
E0074,50.0,26.31578947368421,5.263157894736842,2.631578947368421,7.894736842105263,5.263157894736842,2.631578947368421,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,32.45614035087719
E0075,3.225806451612903,1.6129032258064515,3.225806451612903,4.838709677419355,4.838709677419355,1.6129032258064515,80.64516129032258,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.354838709677423
E0077,24.0,54.0,12.0,6.0,0.0,2.0,2.0,20.0,60.0,0.0,20.0,0.0,0.0,0.0,20.0
E0078,21.052631578947366,44.73684210526316,18.421052631578945,5.263157894736842,2.631578947368421,5.263157894736842,2.631578947368421,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,36.84210526315788
E0079,3.125,3.125,12.5,65.625,15.625,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,18.75
E0080,0.0,22.5,62.5,2.5,7.5,5.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,37.5
E0081,59.210526315789465,25.0,2.631578947368421,2.631578947368421,3.9473684210526314,3.9473684210526314,2.631578947368421,62.5,25.0,0.0,0.0,0.0,12.5,0.0,11.8421052631579
E0082,25.71428571428571,40.0,20.0,0.0,5.714285714285714,8.571428571428571,0.0,16.666666666666664,33.33333333333333,16.666666666666664,0.0,0.0,33.33333333333333,0.0,24.761904761904766
E0083,5.263157894736842,57.89473684210527,23.684210526315788,0.0,5.263157894736842,2.631578947368421,5.263157894736842,50.0,0.0,0.0,0.0,50.0,0.0,0.0,89.47368421052632
E0084,10.344827586206897,44.827586206896555,27.586206896551722,10.344827586206897,3.4482758620689653,0.0,3.4482758620689653,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,27.58620689655172
E0086,3.1746031746031744,0.0,20.634920634920633,60.317460317460316,14.285714285714285,1.5873015873015872,0.0,0.0,0.0,16.666666666666664,83.33333333333334,0.0,0.0,0.0,23.015873015873023
E0087,22.5,42.5,22.5,5.0,2.5,5.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,75.0
E0088,14.634146341463413,56.09756097560976,14.634146341463413,4.878048780487805,4.878048780487805,2.4390243902439024,2.4390243902439024,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.0,39.024390243902424
E0090,2.5316455696202533,5.063291139240507,2.5316455696202533,2.5316455696202533,6.329113924050633,1.2658227848101267,79.74683544303798,16.666666666666664,0.0,0.0,16.666666666666664,0.0,0.0,66.66666666666666,28.27004219409283
E0091,5.405405405405405,2.7027027027027026,0.0,13.513513513513514,5.405405405405405,2.7027027027027026,70.27027027027027,33.33333333333333,0.0,0.0,0.0,0.0,0.0,66.66666666666666,27.927927927927932
E0092,0.0,2.5,5.0,22.5,40.0,30.0,0.0,0.0,0.0,0.0,60.0,20.0,20.0,0.0,37.5
E0093,35.41666666666667,47.91666666666667,10.416666666666668,2.083333333333333,2.083333333333333,0.0,2.083333333333333,25.0,75.0,0.0,0.0,0.0,0.0,0.0,27.08333333333334
E0094,46.875,34.375,9.375,0.0,0.0,0.0,9.375,0.0,50.0,50.0,0.0,0.0,0.0,0.0,56.25
E0095,27.906976744186046,44.18604651162791,16.27906976744186,2.3255813953488373,2.3255813953488373,4.651162790697675,2.3255813953488373,100.0,0.0,0.0,0.0,0.0,0.0,0.0,72.09302325581397
E0096,19.444444444444446,61.111111111111114,16.666666666666664,0.0,0.0,0.0,2.7777777777777777,0.0,50.0,50.0,0.0,0.0,0.0,0.0,33.333333333333336
E0097,5.0,25.0,42.5,20.0,2.5,2.5,2.5,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,52.49999999999999
E0098,4.545454545454546,0.0,0.0,15.909090909090908,59.09090909090909,18.181818181818183,2.272727272727273,0.0,0.0,0.0,20.0,60.0,0.0,20.0,22.727272727272727
E0100,5.405405405405405,8.108108108108109,0.0,21.62162162162162,40.54054054054054,24.324324324324326,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,75.67567567567568
E0101,15.625,46.875,31.25,0.0,6.25,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,78.125
E0102,2.564102564102564,7.6923076923076925,23.076923076923077,48.717948717948715,17.94871794871795,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,0.0,0.0,41.02564102564102
E0104,75.0,6.8181818181818175,6.8181818181818175,2.272727272727273,0.0,4.545454545454546,4.545454545454546,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
E0105,2.3255813953488373,0.0,27.906976744186046,46.51162790697674,18.6046511627907,2.3255813953488373,2.3255813953488373,0.0,0.0,60.0,20.0,20.0,0.0,0.0,33.48837209302325
E0108,17.91044776119403,46.26865671641791,23.88059701492537,4.477611940298507,2.9850746268656714,1.4925373134328357,2.9850746268656714,42.857142857142854,28.57142857142857,14.285714285714285,14.285714285714285,0.0,0.0,0.0,34.7547974413646
E0109,0.0,2.380952380952381,21.428571428571427,54.761904761904766,14.285714285714285,2.380952380952381,4.761904761904762,0.0,25.0,0.0,50.0,25.0,0.0,0.0,33.333333333333336
E0110,0.0,10.526315789473683,0.0,13.157894736842104,36.84210526315789,39.473684210526315,0.0,0.0,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,49.99999999999999
E0111,31.3953488372093,32.55813953488372,25.581395348837212,4.651162790697675,1.1627906976744187,1.1627906976744187,3.488372093023256,20.0,40.0,20.0,0.0,0.0,20.0,0.0,26.27906976744186
E0113,21.052631578947366,52.63157894736842,18.421052631578945,0.0,2.631578947368421,5.263157894736842,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,28.94736842105263
E0114,0.0,25.0,40.0,25.0,0.0,5.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,75.0
E0115,0.0,0.0,23.684210526315788,55.26315789473685,18.421052631578945,0.0,2.631578947368421,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,42.98245614035088
E0116,2.7777777777777777,2.7777777777777777,26.38888888888889,44.44444444444444,16.666666666666664,6.944444444444445,0.0,0.0,0.0,16.666666666666664,66.66666666666666,16.666666666666664,0.0,0.0,22.222222222222218
E0117,2.564102564102564,7.6923076923076925,0.0,5.128205128205128,2.564102564102564,2.564102564102564,79.48717948717949,0.0,33.33333333333333,0.0,0.0,0.0,0.0,66.66666666666666,25.641025641025642
E0118,13.88888888888889,55.55555555555556,27.77777777777778,0.0,0.0,2.7777777777777777,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,47.22222222222223
E0119,0.0,0.0,24.242424242424242,57.57575757575758,15.151515151515152,3.0303030303030303,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,42.42424242424242
E0120,3.7037037037037033,0.0,22.22222222222222,44.44444444444444,25.925925925925924,0.0,3.7037037037037033,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,33.33333333333333
E0121,4.651162790697675,0.0,2.3255813953488373,0.0,32.55813953488372,58.139534883720934,2.3255813953488373,0.0,0.0,0.0,0.0,14.285714285714285,71.42857142857143,14.285714285714285,25.249169435215947
E0122,23.333333333333332,40.0,23.333333333333332,0.0,0.0,6.666666666666667,6.666666666666667,0.0,75.0,25.0,0.0,0.0,0.0,0.0,36.66666666666667
E0123,1.5625,4.6875,1.5625,21.875,48.4375,18.75,3.125,0.0,0.0,0.0,33.33333333333333,50.0,16.666666666666664,0.0,13.020833333333332
E0124,0.0,5.405405405405405,21.62162162162162,51.35135135135135,16.216216216216218,2.7027027027027026,2.7027027027027026,0.0,25.0,25.0,50.0,0.0,0.0,0.0,22.972972972972972
E0125,12.903225806451612,54.83870967741935,16.129032258064516,9.67741935483871,6.451612903225806,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,64.51612903225805
E0126,2.7777777777777777,36.11111111111111,38.88888888888889,16.666666666666664,0.0,2.7777777777777777,2.7777777777777777,0.0,100.0,0.0,0.0,0.0,0.0,0.0,63.888888888888886
E0127,22.22222222222222,52.77777777777778,11.11111111111111,2.7777777777777777,11.11111111111111,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778
E0128,5.263157894736842,5.263157894736842,13.157894736842104,57.89473684210527,18.421052631578945,0.0,0.0,0.0,50.0,0.0,25.0,25.0,0.0,0.0,51.31578947368421
E0129,2.564102564102564,5.128205128205128,5.128205128205128,2.564102564102564,17.94871794871795,61.53846153846154,5.128205128205128,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,20.512820512820504
E0130,3.0303030303030303,3.0303030303030303,24.242424242424242,39.39393939393939,24.242424242424242,6.0606060606060606,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.60606060606061
E0131,0.0,6.896551724137931,31.03448275862069,48.275862068965516,10.344827586206897,0.0,3.4482758620689653,0.0,0.0,50.0,50.0,0.0,0.0,0.0,20.689655172413794
E0132,2.2222222222222223,13.333333333333334,55.55555555555556,24.444444444444443,2.2222222222222223,0.0,2.2222222222222223,0.0,12.5,62.5,12.5,12.5,0.0,0.0,17.22222222222222
E0134,14.285714285714285,52.38095238095239,21.428571428571427,2.380952380952381,2.380952380952381,0.0,7.142857142857142,0.0,25.0,25.0,0.0,0.0,0.0,50.0,46.42857142857143
E0135,3.3333333333333335,23.333333333333332,36.666666666666664,20.0,3.3333333333333335,11.666666666666666,1.6666666666666667,0.0,42.857142857142854,14.285714285714285,28.57142857142857,0.0,0.0,14.285714285714285,40.714285714285715
E0136,18.75,43.75,25.0,3.125,3.125,6.25,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,31.249999999999993
E0137,19.17808219178082,49.31506849315068,17.80821917808219,5.47945205479452,0.0,2.73972602739726,5.47945205479452,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.68493150684932
E0138,1.639344262295082,14.754098360655737,49.18032786885246,24.59016393442623,3.278688524590164,4.918032786885246,1.639344262295082,0.0,14.285714285714285,57.14285714285714,0.0,0.0,28.57142857142857,0.0,31.615925058548008
E0139,12.121212121212121,54.54545454545454,12.121212121212121,3.0303030303030303,3.0303030303030303,6.0606060606060606,9.090909090909092,0.0,100.0,0.0,0.0,0.0,0.0,0.0,45.45454545454546
E0140,35.294117647058826,38.23529411764706,14.705882352941178,5.88235294117647,0.0,5.88235294117647,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,27.45098039215687
E0141,8.333333333333332,8.333333333333332,52.77777777777778,13.88888888888889,5.555555555555555,2.7777777777777777,8.333333333333332,50.0,0.0,50.0,0.0,0.0,0.0,0.0,41.666666666666664
E0142,70.27027027027027,24.324324324324326,0.0,2.7027027027027026,0.0,2.7027027027027026,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,29.729729729729726
E0144,5.172413793103448,1.7241379310344827,1.7241379310344827,8.620689655172415,24.137931034482758,55.172413793103445,3.4482758620689653,0.0,16.666666666666664,0.0,16.666666666666664,33.33333333333333,33.33333333333333,0.0,32.18390804597701
E0146,58.97435897435898,28.205128205128204,0.0,5.128205128205128,5.128205128205128,0.0,2.564102564102564,0.0,100.0,0.0,0.0,0.0,0.0,0.0,71.79487179487181
E0147,1.5625,1.5625,4.6875,15.625,48.4375,21.875,6.25,0.0,0.0,10.0,10.0,40.0,30.0,10.0,17.1875
E0148,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.66666666666666
E0149,5.0,2.5,2.5,25.0,42.5,20.0,2.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0
E0150,60.0,20.0,3.3333333333333335,0.0,3.3333333333333335,10.0,3.3333333333333335,0.0,100.0,0.0,0.0,0.0,0.0,0.0,80.00000000000001
E0151,7.317073170731707,1.2195121951219512,19.51219512195122,41.46341463414634,20.73170731707317,6.097560975609756,3.6585365853658534,0.0,0.0,16.666666666666664,50.0,16.666666666666664,16.666666666666664,0.0,19.10569105691057
E0152,2.7027027027027026,5.405405405405405,0.0,18.91891891891892,56.75675675675676,16.216216216216218,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,33.78378378378379
E0154,2.0408163265306123,0.0,26.53061224489796,46.93877551020408,20.408163265306122,2.0408163265306123,2.0408163265306123,0.0,0.0,25.0,50.0,25.0,0.0,0.0,7.653061224489796
E0155,3.1746031746031744,23.809523809523807,50.79365079365079,11.11111111111111,0.0,3.1746031746031744,7.936507936507936,0.0,0.0,50.0,25.0,0.0,0.0,25.0,30.95238095238095
E0156,0.0,12.121212121212121,60.60606060606061,27.27272727272727,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39.39393939393939
E0157,63.888888888888886,22.22222222222222,0.0,2.7777777777777777,0.0,8.333333333333332,2.7777777777777777,80.0,20.0,0.0,0.0,0.0,0.0,0.0,16.11111111111111
E0158,6.451612903225806,0.0,25.806451612903224,48.38709677419355,12.903225806451612,3.225806451612903,3.225806451612903,0.0,0.0,100.0,0.0,0.0,0.0,0.0,74.19354838709677
E0159,66.12903225806451,14.516129032258066,8.064516129032258,0.0,3.225806451612903,4.838709677419355,3.225806451612903,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87096774193548
E0160,1.5625,15.625,51.5625,20.3125,4.6875,1.5625,4.6875,0.0,25.0,50.0,0.0,0.0,25.0,0.0,32.8125
E0161,20.0,48.57142857142857,17.142857142857142,5.714285714285714,0.0,2.857142857142857,5.714285714285714,0.0,100.0,0.0,0.0,0.0,0.0,0.0,51.42857142857142
E0162,0.0,18.91891891891892,54.054054054054056,16.216216216216218,8.108108108108109,2.7027027027027026,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,33.78378378378379
E0163,75.0,12.5,0.0,0.0,0.0,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
E0164,0.0,4.545454545454546,13.636363636363635,52.27272727272727,20.454545454545457,4.545454545454546,4.545454545454546,0.0,0.0,0.0,80.0,20.0,0.0,0.0,27.727272727272727
E0165,4.477611940298507,1.4925373134328357,1.4925373134328357,23.88059701492537,38.80597014925373,29.850746268656714,0.0,0.0,0.0,0.0,25.0,25.0,50.0,0.0,21.26865671641791
E0166,28.205128205128204,53.84615384615385,10.256410256410255,2.564102564102564,0.0,2.564102564102564,2.564102564102564,20.0,60.0,0.0,0.0,0.0,20.0,0.0,23.589743589743588
E0167,48.484848484848484,36.36363636363637,3.0303030303030303,6.0606060606060606,3.0303030303030303,3.0303030303030303,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,51.515151515151516
E0168,71.42857142857143,21.428571428571427,0.0,0.0,0.0,0.0,7.142857142857142,50.0,0.0,0.0,0.0,0.0,0.0,50.0,42.85714285714286
E0169,0.0,2.7777777777777777,0.0,2.7777777777777777,16.666666666666664,72.22222222222221,5.555555555555555,0.0,0.0,0.0,0.0,20.0,80.0,0.0,11.111111111111118
E0170,1.3888888888888888,27.77777777777778,51.388888888888886,15.277777777777779,1.3888888888888888,0.0,2.7777777777777777,0.0,12.5,62.5,25.0,0.0,0.0,0.0,20.833333333333332
