employee_id,Conference_long_term,Focus_long_term,Meeting_long_term,Training_long_term,Conference_recent,Focus_recent,Meeting_recent,Training_recent,room_type_shift_pct,floor_1_pct_long_term,floor_2_pct_long_term,floor_3_pct_long_term,floor_4_pct_long_term,floor_5_pct_long_term,floor_1_pct_recent,floor_2_pct_recent,floor_3_pct_recent,floor_4_pct_recent,floor_5_pct_recent,floor_shift_pct,capacity_2_pct_long_term,capacity_4_pct_long_term,capacity_6_pct_long_term,capacity_8_pct_long_term,capacity_10_pct_long_term,capacity_12_pct_long_term,capacity_16_pct_long_term,capacity_2_pct_recent,capacity_4_pct_recent,capacity_6_pct_recent,capacity_8_pct_recent,capacity_10_pct_recent,capacity_12_pct_recent,capacity_16_pct_recent,capacity_shift_pct,start_hour_8_pct_long_term,start_hour_9_pct_long_term,start_hour_10_pct_long_term,start_hour_11_pct_long_term,start_hour_8_pct_recent,start_hour_9_pct_recent,start_hour_10_pct_recent,start_hour_11_pct_recent,start_hour_shift_pct
E0011,57.57575757575758,6.0606060606060606,18.181818181818183,18.181818181818183,66.66666666666666,0.0,16.666666666666664,16.666666666666664,9.090909090909088,3.0303030303030303,3.0303030303030303,6.0606060606060606,15.151515151515152,72.72727272727273,0.0,0.0,16.666666666666664,0.0,83.33333333333334,21.21212121212121,18.181818181818183,42.42424242424242,21.21212121212121,9.090909090909092,0.0,3.0303030303030303,6.0606060606060606,0.0,66.66666666666666,16.666666666666664,16.666666666666664,0.0,0.0,0.0,31.818181818181817,9.090909090909092,75.75757575757575,15.151515151515152,0.0,0.0,83.33333333333334,16.666666666666664,0.0,9.0909090909091
E0012,5.063291139240507,6.329113924050633,84.81012658227847,3.79746835443038,11.11111111111111,11.11111111111111,77.77777777777779,0.0,10.829817158931071,2.5316455696202533,5.063291139240507,3.79746835443038,17.72151898734177,70.88607594936708,0.0,0.0,0.0,11.11111111111111,88.88888888888889,18.002812939521803,20.253164556962027,49.36708860759494,21.518987341772156,2.5316455696202533,1.2658227848101269,2.5316455696202533,2.5316455696202533,22.22222222222222,33.33333333333333,22.22222222222222,11.11111111111111,0.0,0.0,11.11111111111111,19.831223628691983,17.72151898734177,64.55696202531645,17.72151898734177,0.0,33.33333333333333,44.44444444444444,22.22222222222222,0.0,20.11251758087201
E0013,5.405405405405405,8.108108108108109,83.78378378378379,2.702702702702702,16.666666666666664,0.0,83.33333333333334,0.0,11.261261261261255,89.1891891891892,8.108108108108109,2.702702702702702,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.810810810810809,5.405405405405405,16.216216216216218,48.64864864864865,21.62162162162162,0.0,5.405405405405405,2.702702702702702,0.0,16.666666666666664,66.66666666666666,16.666666666666664,0.0,0.0,0.0,18.46846846846846,18.91891891891892,67.56756756756756,13.513513513513514,0.0,0.0,83.33333333333334,16.666666666666664,0.0,18.918918918918923
E0014,89.47368421052632,5.263157894736842,5.263157894736842,0.0,100.0,0.0,0.0,0.0,10.526315789473683,68.42105263157895,10.526315789473683,7.894736842105263,10.526315789473683,2.631578947368421,75.0,0.0,0.0,0.0,25.0,28.94736842105263,15.789473684210526,52.63157894736842,21.052631578947366,2.631578947368421,0.0,5.263157894736842,2.631578947368421,0.0,50.0,25.0,25.0,0.0,0.0,0.0,26.31578947368421,94.73684210526316,5.263157894736842,0.0,0.0,100.0,0.0,0.0,0.0,5.263157894736846
E0015,97.36842105263158,0.0,0.0,2.631578947368421,100.0,0.0,0.0,0.0,2.631578947368423,2.631578947368421,97.36842105263158,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,97.36842105263158,52.63157894736842,26.31578947368421,7.894736842105263,2.631578947368421,2.631578947368421,2.631578947368421,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,100.0,94.73684210526316,10.526315789473683,76.31578947368422,13.157894736842104,0.0,0.0,100.0,0.0,0.0,23.684210526315784
E0017,94.11764705882352,2.941176470588235,0.0,2.941176470588235,100.0,0.0,0.0,0.0,5.882352941176475,0.0,0.0,2.941176470588235,8.823529411764707,88.23529411764706,0.0,0.0,0.0,16.666666666666664,83.33333333333334,7.843137254901954,2.941176470588235,20.588235294117645,55.88235294117647,8.823529411764707,2.941176470588235,5.88235294117647,2.941176470588235,0.0,16.666666666666664,66.66666666666666,0.0,16.666666666666664,0.0,0.0,24.509803921568626,0.0,11.76470588235294,73.52941176470588,14.705882352941178,0.0,16.666666666666664,50.0,33.33333333333333,23.52941176470588
E0018,6.0606060606060606,87.87878787878788,0.0,6.0606060606060606,0.0,100.0,0.0,0.0,12.121212121212125,6.0606060606060606,90.9090909090909,0.0,3.0303030303030303,0.0,0.0,100.0,0.0,0.0,0.0,9.090909090909092,3.0303030303030303,33.33333333333333,39.39393939393939,18.181818181818183,0.0,3.0303030303030303,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,100.0,0.0,96.96969696969695,15.151515151515152,57.57575757575758,27.27272727272727,0.0,0.0,0.0,100.0,0.0,72.72727272727273
E0019,0.0,1.5873015873015872,92.06349206349206,6.349206349206349,0.0,0.0,100.0,0.0,7.936507936507937,0.0,1.5873015873015872,96.82539682539682,1.5873015873015872,0.0,0.0,0.0,100.0,0.0,0.0,3.174603174603176,4.761904761904762,3.1746031746031744,0.0,4.761904761904762,12.698412698412698,1.5873015873015872,73.01587301587301,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,60.31746031746031,22.22222222222222,55.55555555555556,22.22222222222222,0.0,33.33333333333333,66.66666666666666,0.0,0.0,22.22222222222221
E0020,9.75609756097561,4.878048780487805,80.48780487804879,4.878048780487805,25.0,0.0,75.0,0.0,15.243902439024396,0.0,95.1219512195122,4.878048780487805,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.878048780487804,0.0,2.4390243902439024,21.951219512195124,48.78048780487805,19.51219512195122,0.0,7.317073170731707,0.0,0.0,50.0,50.0,0.0,0.0,0.0,29.268292682926827,90.2439024390244,9.75609756097561,0.0,0.0,75.0,25.0,0.0,0.0,15.243902439024392
E0021,12.82051282051282,2.564102564102564,76.92307692307693,7.6923076923076925,0.0,33.33333333333333,66.66666666666666,0.0,30.769230769230777,0.0,2.564102564102564,0.0,7.6923076923076925,89.74358974358975,0.0,0.0,0.0,0.0,100.0,10.256410256410252,5.128205128205128,0.0,0.0,10.256410256410255,15.384615384615383,64.1025641025641,5.128205128205128,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,51.28205128205128,17.94871794871795,66.66666666666666,15.384615384615383,0.0,0.0,66.66666666666666,33.33333333333333,0.0,17.948717948717945
E0023,88.37209302325581,6.976744186046512,2.3255813953488373,2.3255813953488373,66.66666666666666,0.0,0.0,33.33333333333333,31.007751937984494,88.37209302325581,4.651162790697675,2.3255813953488373,2.3255813953488373,2.3255813953488373,33.33333333333333,66.66666666666666,0.0,0.0,0.0,62.01550387596898,4.651162790697675,2.3255813953488373,9.30232558139535,62.7906976744186,20.930232558139537,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,16.279069767441854,0.0,20.930232558139537,69.76744186046511,9.30232558139535,0.0,33.33333333333333,66.66666666666666,0.0,12.4031007751938
E0024,84.50704225352112,7.042253521126761,5.633802816901409,2.8169014084507045,100.0,0.0,0.0,0.0,15.492957746478876,0.0,7.042253521126761,90.14084507042254,1.4084507042253522,1.4084507042253522,0.0,0.0,100.0,0.0,0.0,9.85915492957746,4.225352112676056,5.633802816901409,0.0,4.225352112676056,23.943661971830984,59.15492957746479,2.8169014084507045,25.0,0.0,0.0,0.0,0.0,75.0,0.0,36.61971830985916,0.0,15.492957746478872,71.83098591549296,12.676056338028168,0.0,0.0,100.0,0.0,28.16901408450704
E0025,2.4390243902439024,7.317073170731707,80.48780487804879,9.75609756097561,0.0,0.0,100.0,0.0,19.512195121951216,0.0,4.878048780487805,0.0,87.8048780487805,7.317073170731707,0.0,0.0,0.0,100.0,0.0,12.195121951219509,0.0,2.4390243902439024,14.634146341463412,48.78048780487805,24.390243902439025,9.75609756097561,0.0,0.0,0.0,0.0,40.0,20.0,40.0,0.0,30.24390243902439,12.195121951219512,65.85365853658537,21.951219512195124,0.0,0.0,100.0,0.0,0.0,34.14634146341463
E0026,2.272727272727273,84.0909090909091,9.090909090909092,4.545454545454546,25.0,75.0,0.0,0.0,22.72727272727273,2.272727272727273,2.272727272727273,90.9090909090909,4.545454545454546,0.0,0.0,0.0,100.0,0.0,0.0,9.090909090909092,0.0,2.272727272727273,22.727272727272727,43.18181818181818,27.27272727272727,0.0,4.545454545454546,0.0,0.0,0.0,50.0,50.0,0.0,0.0,29.545454545454547,0.0,13.636363636363637,63.63636363636363,22.727272727272727,0.0,25.0,75.0,0.0,22.72727272727273
E0027,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,3.333333333333333,3.333333333333333,83.33333333333334,10.0,0.0,0.0,0.0,100.0,0.0,16.666666666666664,20.0,53.333333333333336,10.0,6.666666666666667,6.666666666666667,3.333333333333333,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,90.0,0.0,16.666666666666664,66.66666666666666,16.666666666666664,0.0,50.0,50.0,0.0,33.33333333333333
E0029,5.405405405405405,0.0,94.5945945945946,0.0,0.0,0.0,100.0,0.0,5.405405405405404,10.81081081081081,78.37837837837837,5.405405405405405,2.702702702702702,2.702702702702702,0.0,100.0,0.0,0.0,0.0,21.62162162162162,8.108108108108109,21.62162162162162,45.94594594594595,21.62162162162162,0.0,0.0,2.702702702702702,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,45.04504504504504,0.0,16.216216216216218,72.97297297297297,10.81081081081081,0.0,0.0,66.66666666666666,33.33333333333333,22.52252252252252
E0030,5.714285714285714,0.0,94.28571428571428,0.0,0.0,0.0,100.0,0.0,5.714285714285719,0.0,0.0,8.571428571428571,5.714285714285714,85.71428571428571,0.0,0.0,0.0,0.0,100.0,14.285714285714288,11.428571428571429,54.285714285714285,20.0,2.857142857142857,0.0,5.714285714285714,5.714285714285714,25.0,50.0,25.0,0.0,0.0,0.0,0.0,18.57142857142857,11.428571428571429,77.14285714285715,11.428571428571429,0.0,0.0,100.0,0.0,0.0,22.85714285714285
E0031,0.0,6.0606060606060606,90.9090909090909,3.0303030303030303,0.0,33.33333333333333,66.66666666666666,0.0,27.272727272727277,3.0303030303030303,0.0,6.0606060606060606,90.9090909090909,0.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,30.303030303030305,3.0303030303030303,0.0,3.0303030303030303,0.0,15.151515151515152,78.78787878787878,0.0,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,18.18181818181818,18.181818181818183,66.66666666666666,15.151515151515152,0.0,33.33333333333333,66.66666666666666,0.0,0.0,15.151515151515149
E0032,6.122448979591836,2.0408163265306123,87.75510204081633,4.081632653061225,0.0,0.0,100.0,0.0,12.244897959183673,8.16326530612245,0.0,0.0,14.285714285714285,77.55102040816327,33.33333333333333,0.0,0.0,0.0,66.66666666666666,25.17006802721089,10.20408163265306,59.18367346938776,26.53061224489796,0.0,2.0408163265306123,2.0408163265306123,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,29.931972789115644,83.6734693877551,16.3265306122449,0.0,0.0,100.0,0.0,0.0,0.0,16.326530612244895
E0033,75.0,18.75,3.125,3.125,100.0,0.0,0.0,0.0,25.0,90.625,6.25,0.0,3.125,0.0,100.0,0.0,0.0,0.0,0.0,9.375,0.0,0.0,6.25,0.0,6.25,12.5,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,93.75,87.5,12.5,0.0,0.0,100.0,0.0,0.0,0.0,12.5
E0034,6.521739130434782,4.3478260869565215,86.95652173913044,2.1739130434782608,0.0,0.0,100.0,0.0,13.043478260869565,0.0,2.1739130434782608,0.0,97.82608695652172,0.0,0.0,0.0,0.0,100.0,0.0,2.173913043478263,6.521739130434782,2.1739130434782608,0.0,6.521739130434782,6.521739130434782,4.3478260869565215,73.91304347826086,0.0,25.0,0.0,25.0,0.0,0.0,50.0,41.30434782608695,0.0,17.391304347826086,69.56521739130434,13.043478260869565,0.0,25.0,50.0,25.0,19.565217391304348
E0035,6.25,0.0,90.625,3.125,0.0,0.0,100.0,0.0,9.375,0.0,0.0,96.875,3.125,0.0,0.0,0.0,100.0,0.0,0.0,3.125,12.5,46.875,18.75,6.25,3.125,9.375,3.125,0.0,100.0,0.0,0.0,0.0,0.0,0.0,53.125,15.625,71.875,12.5,0.0,0.0,100.0,0.0,0.0,28.125
E0036,3.225806451612903,96.7741935483871,0.0,0.0,0.0,100.0,0.0,0.0,3.2258064516129,80.64516129032258,6.451612903225806,9.67741935483871,3.225806451612903,0.0,100.0,0.0,0.0,0.0,0.0,19.354838709677423,9.67741935483871,61.29032258064516,29.03225806451613,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,9.6774193548387,9.67741935483871,70.96774193548387,19.35483870967742,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,37.634408602150536
E0037,95.16129032258064,1.6129032258064515,1.6129032258064515,1.6129032258064515,100.0,0.0,0.0,0.0,4.838709677419351,95.16129032258064,1.6129032258064515,0.0,1.6129032258064515,1.6129032258064515,100.0,0.0,0.0,0.0,0.0,4.838709677419351,8.064516129032258,3.225806451612903,3.225806451612903,1.6129032258064515,25.806451612903224,56.451612903225815,1.6129032258064515,0.0,0.0,0.0,0.0,100.0,0.0,0.0,74.19354838709678,0.0,14.516129032258066,77.41935483870968,8.064516129032258,0.0,33.33333333333333,0.0,66.66666666666666,77.41935483870967
E0038,13.88888888888889,58.333333333333336,16.666666666666664,11.11111111111111,0.0,66.66666666666666,33.33333333333333,0.0,24.999999999999996,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,2.7777777777777777,2.7777777777777777,0.0,91.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.333333333333337,0.0,13.88888888888889,63.888888888888886,22.22222222222222,0.0,0.0,100.0,0.0,36.11111111111112
E0039,5.970149253731343,4.477611940298507,83.5820895522388,5.970149253731343,0.0,0.0,80.0,20.0,14.029850746268654,67.16417910447761,13.432835820895525,11.940298507462686,5.970149253731343,1.4925373134328357,40.0,0.0,40.0,20.0,0.0,42.08955223880597,1.4925373134328357,25.37313432835821,56.71641791044776,13.432835820895525,2.985074626865672,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,17.91044776119403,0.0,19.402985074626866,59.70149253731343,20.8955223880597,0.0,20.0,40.0,40.0,19.70149253731343
E0040,1.96078431372549,1.96078431372549,96.07843137254902,0.0,0.0,0.0,100.0,0.0,3.9215686274509807,0.0,1.96078431372549,1.96078431372549,90.19607843137256,5.88235294117647,0.0,0.0,0.0,66.66666666666666,33.33333333333333,27.45098039215687,17.647058823529413,50.98039215686274,23.52941176470588,0.0,1.96078431372549,3.92156862745098,1.96078431372549,0.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,33.33333333333333,41.17647058823529,13.725490196078432,68.62745098039215,17.647058823529413,0.0,0.0,66.66666666666666,33.33333333333333,0.0,15.686274509803924
E0041,94.44444444444444,0.0,0.0,5.555555555555555,66.66666666666666,0.0,0.0,33.33333333333333,27.77777777777778,5.555555555555555,5.555555555555555,8.333333333333332,19.444444444444446,61.11111111111112,0.0,0.0,0.0,0.0,100.0,38.888888888888886,0.0,19.444444444444446,52.77777777777778,25.0,0.0,2.7777777777777777,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,27.777777777777768,91.66666666666666,8.333333333333332,0.0,0.0,100.0,0.0,0.0,0.0,8.333333333333337
E0042,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,77.77777777777779,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,22.222222222222214,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,11.11111111111111,55.55555555555556,33.33333333333333,0.0,0.0,66.66666666666666,33.33333333333333,0.0,11.111111111111104
E0044,80.85106382978722,8.51063829787234,4.25531914893617,6.382978723404255,71.42857142857143,28.57142857142857,0.0,0.0,20.060790273556226,4.25531914893617,82.97872340425532,8.51063829787234,4.25531914893617,0.0,0.0,85.71428571428571,14.285714285714285,0.0,0.0,8.510638297872337,0.0,2.127659574468085,25.53191489361702,48.93617021276596,12.76595744680851,6.382978723404255,4.25531914893617,0.0,0.0,28.57142857142857,71.42857142857143,0.0,0.0,0.0,25.53191489361702,85.1063829787234,14.893617021276595,0.0,0.0,57.14285714285714,42.85714285714285,0.0,0.0,27.96352583586626
E0045,85.18518518518519,7.4074074074074066,3.7037037037037033,3.7037037037037033,100.0,0.0,0.0,0.0,14.81481481481481,0.0,3.7037037037037033,3.7037037037037033,92.5925925925926,0.0,0.0,25.0,0.0,75.0,0.0,21.296296296296298,37.03703703703704,33.33333333333333,7.4074074074074066,0.0,3.7037037037037033,7.4074074074074066,11.11111111111111,25.0,0.0,25.0,0.0,0.0,25.0,25.0,49.07407407407408,22.22222222222222,48.14814814814815,29.629629629629623,0.0,25.0,25.0,50.0,0.0,23.14814814814815
E0046,4.651162790697675,2.3255813953488373,87.20930232558139,5.813953488372093,0.0,0.0,100.0,0.0,12.790697674418606,0.0,0.0,1.162790697674419,3.488372093023256,95.34883720930232,0.0,0.0,0.0,0.0,100.0,4.651162790697672,55.81395348837209,19.76744186046512,3.488372093023256,3.488372093023256,8.13953488372093,8.13953488372093,1.162790697674419,83.33333333333334,0.0,0.0,0.0,0.0,16.666666666666664,0.0,36.04651162790698,0.0,17.441860465116278,72.09302325581395,10.465116279069768,0.0,16.666666666666664,50.0,33.33333333333333,22.86821705426356
E0047,84.93150684931507,6.849315068493151,5.47945205479452,2.73972602739726,100.0,0.0,0.0,0.0,15.068493150684931,2.73972602739726,0.0,5.47945205479452,87.67123287671232,4.10958904109589,0.0,0.0,0.0,100.0,0.0,12.328767123287674,8.21917808219178,52.05479452054794,24.65753424657534,4.10958904109589,5.47945205479452,4.10958904109589,1.36986301369863,20.0,20.0,0.0,20.0,20.0,0.0,20.0,60.821917808219176,23.28767123287671,68.4931506849315,8.21917808219178,0.0,40.0,60.0,0.0,0.0,16.71232876712329
E0048,2.941176470588235,8.823529411764707,88.23529411764706,0.0,0.0,100.0,0.0,0.0,91.17647058823528,2.941176470588235,2.941176470588235,76.47058823529412,11.76470588235294,5.88235294117647,0.0,0.0,0.0,100.0,0.0,88.23529411764704,29.411764705882355,35.294117647058826,29.411764705882355,2.941176470588235,0.0,2.941176470588235,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58823529411765,26.47058823529412,67.64705882352942,5.88235294117647,0.0,100.0,0.0,0.0,0.0,73.52941176470588
E0049,0.0,2.380952380952381,97.61904761904762,0.0,0.0,0.0,100.0,0.0,2.3809523809523805,0.0,0.0,0.0,9.523809523809524,90.47619047619048,0.0,0.0,0.0,0.0,100.0,9.523809523809522,26.190476190476197,38.095238095238095,21.428571428571427,7.142857142857142,0.0,4.761904761904762,2.380952380952381,50.0,50.0,0.0,0.0,0.0,0.0,0.0,35.71428571428571,14.285714285714285,69.04761904761905,16.666666666666664,0.0,0.0,100.0,0.0,0.0,30.95238095238095
E0050,11.76470588235294,5.88235294117647,76.47058823529412,5.88235294117647,25.0,0.0,50.0,25.0,32.35294117647059,0.0,88.23529411764706,0.0,8.823529411764707,2.941176470588235,0.0,100.0,0.0,0.0,0.0,11.764705882352942,2.941176470588235,17.647058823529413,50.0,17.647058823529413,0.0,8.823529411764707,2.941176470588235,0.0,25.0,75.0,0.0,0.0,0.0,0.0,32.35294117647059,11.76470588235294,64.70588235294117,23.52941176470588,0.0,0.0,75.0,25.0,0.0,11.764705882352944
E0051,6.451612903225806,9.67741935483871,74.19354838709677,9.67741935483871,0.0,40.0,60.0,0.0,30.32258064516129,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,19.35483870967742,48.38709677419355,25.806451612903224,3.225806451612903,0.0,3.225806451612903,0.0,20.0,40.0,40.0,0.0,0.0,0.0,0.0,14.838709677419358,80.64516129032258,19.35483870967742,0.0,0.0,60.0,40.0,0.0,0.0,20.645161290322577
E0052,4.411764705882353,5.88235294117647,83.82352941176471,5.88235294117647,0.0,0.0,100.0,0.0,16.17647058823529,1.4705882352941175,1.4705882352941175,4.411764705882353,91.17647058823528,1.4705882352941175,0.0,0.0,0.0,100.0,0.0,8.823529411764707,19.11764705882353,45.588235294117645,27.94117647058824,1.4705882352941175,2.941176470588235,2.941176470588235,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,32.05882352941176,0.0,7.352941176470589,77.94117647058823,14.705882352941178,0.0,20.0,80.0,0.0,14.705882352941178
E0053,0.0,79.41176470588235,14.705882352941178,5.88235294117647,0.0,50.0,0.0,50.0,44.11764705882352,0.0,5.88235294117647,0.0,0.0,94.11764705882352,0.0,0.0,0.0,0.0,100.0,5.882352941176475,17.647058823529413,64.70588235294117,14.705882352941178,0.0,2.941176470588235,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,32.35294117647059,11.76470588235294,70.58823529411765,17.647058823529413,0.0,0.0,100.0,0.0,0.0,29.41176470588235
E0054,93.93939393939394,3.0303030303030303,0.0,3.0303030303030303,100.0,0.0,0.0,0.0,6.060606060606062,3.0303030303030303,87.87878787878788,3.0303030303030303,3.0303030303030303,3.0303030303030303,0.0,50.0,0.0,25.0,25.0,43.93939393939394,3.0303030303030303,6.0606060606060606,6.0606060606060606,6.0606060606060606,3.0303030303030303,6.0606060606060606,69.6969696969697,0.0,0.0,25.0,25.0,0.0,0.0,50.0,37.87878787878788,0.0,12.12121212121212,63.63636363636363,24.24242424242424,0.0,0.0,75.0,25.0,12.121212121212125
